"Sample.ID","Lifestage","Gut.Region","Stage.Gut","Sex","Genus","Abundance"
"Paunch21","larva","paunch","Larval paunch","","Sphingobium",0
"Paunch21","larva","paunch","Larval paunch","","Sphingomonas",0
"Paunch21","larva","paunch","Larval paunch","","Spiroplasma",0
"Paunch21","larva","paunch","Larval paunch","","Sporotomaculum",0
"Paunch21","larva","paunch","Larval paunch","","Starkeya",0
"Paunch21","larva","paunch","Larval paunch","","Stenotrophobacter",0
"Paunch21","larva","paunch","Larval paunch","","Stenotrophomonas",0
"Paunch21","larva","paunch","Larval paunch","","Steroidobacter",0
"Paunch21","larva","paunch","Larval paunch","","Streptomyces",4
"Paunch21","larva","paunch","Larval paunch","","Streptosporangium",0
"Paunch21","larva","paunch","Larval paunch","","SWB02",0
"Paunch21","larva","paunch","Larval paunch","","Syntrophomonas",3
"Paunch21","larva","paunch","Larval paunch","","Syntrophorhabdus",0
"Paunch21","larva","paunch","Larval paunch","","Syntrophus",0
"Paunch21","larva","paunch","Larval paunch","","Termite planctomycete cluster",0
"Paunch21","larva","paunch","Larval paunch","","Terrimicrobium",0
"Paunch21","larva","paunch","Larval paunch","","Tetrasphaera",0
"Paunch21","larva","paunch","Larval paunch","","Thermovirga",0
"Paunch21","larva","paunch","Larval paunch","","Tumebacillus",0
"Paunch21","larva","paunch","Larval paunch","","Turicibacter",5
"Paunch21","larva","paunch","Larval paunch","","Tyzzerella",3
"Paunch21","larva","paunch","Larval paunch","","Tyzzerella 3",346
"Paunch21","larva","paunch","Larval paunch","","Tyzzerella 4",0
"Paunch21","larva","paunch","Larval paunch","","uncultured",1231
"Paunch21","larva","paunch","Larval paunch","","uncultured Acidimicrobidae bacterium",0
"Paunch21","larva","paunch","Larval paunch","","uncultured actinobacterium",0
"Paunch21","larva","paunch","Larval paunch","","uncultured alpha proteobacterium",0
"Paunch21","larva","paunch","Larval paunch","","uncultured archaeon",0
"Paunch21","larva","paunch","Larval paunch","","uncultured bacterium",473
"Paunch21","larva","paunch","Larval paunch","","uncultured beta proteobacterium",0
"Paunch21","larva","paunch","Larval paunch","","uncultured Clostridiales bacterium",137
"Paunch21","larva","paunch","Larval paunch","","uncultured delta proteobacterium",0
"Paunch21","larva","paunch","Larval paunch","","uncultured Firmicutes bacterium",0
"Paunch21","larva","paunch","Larval paunch","","uncultured Planctomyces sp.",0
"Paunch21","larva","paunch","Larval paunch","","uncultured rumen bacterium",0
"Paunch21","larva","paunch","Larval paunch","","uncultured soil bacterium",0
"Paunch21","larva","paunch","Larval paunch","","uncultured Solirubrobacter sp.",0
"Paunch21","larva","paunch","Larval paunch","","uncultured subdivision 3 bacterium",0
"Paunch21","larva","paunch","Larval paunch","","Variovorax",0
"Paunch21","larva","paunch","Larval paunch","","Verrucomicrobium",0
"Paunch21","larva","paunch","Larval paunch","","Vicinamibacter",0
"Paunch21","larva","paunch","Larval paunch","","W5",2
"Paunch21","larva","paunch","Larval paunch","","Weissella",0
"Paunch21","larva","paunch","Larval paunch","","ZOR0006",0
"Paunch3","larva","paunch","Larval paunch","","[Eubacterium] coprostanoligenes group",211
"Paunch3","larva","paunch","Larval paunch","","[Eubacterium] nodatum group",10
"Paunch3","larva","paunch","Larval paunch","","1959-1",8
"Paunch3","larva","paunch","Larval paunch","","Acetobacter",0
"Paunch3","larva","paunch","Larval paunch","","Acholeplasma",5
"Paunch3","larva","paunch","Larval paunch","","Acidibacter",2
"Paunch3","larva","paunch","Larval paunch","","Acidothermus",12
"Paunch3","larva","paunch","Larval paunch","","Acinetobacter",0
"Paunch3","larva","paunch","Larval paunch","","Actinoallomurus",2
"Paunch3","larva","paunch","Larval paunch","","Actinomadura",3
"Paunch3","larva","paunch","Larval paunch","","Actinomyces",0
"Paunch3","larva","paunch","Larval paunch","","Actinomycetospora",0
"Paunch3","larva","paunch","Larval paunch","","Actinophytocola",15
"Paunch3","larva","paunch","Larval paunch","","Actinoplanes",43
"Paunch3","larva","paunch","Larval paunch","","ADurb.Bin063-1",0
"Paunch3","larva","paunch","Larval paunch","","Aeromicrobium",0
"Paunch3","larva","paunch","Larval paunch","","Agromyces",0
"Paunch3","larva","paunch","Larval paunch","","AKYG587",0
"Paunch3","larva","paunch","Larval paunch","","Alistipes",2293
"Paunch3","larva","paunch","Larval paunch","","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",22
"Paunch3","larva","paunch","Larval paunch","","Altererythrobacter",2
"Paunch3","larva","paunch","Larval paunch","","Amaricoccus",0
"Paunch3","larva","paunch","Larval paunch","","Aminobacterium",0
"Paunch3","larva","paunch","Larval paunch","","Amnibacterium",0
"Paunch3","larva","paunch","Larval paunch","","Amycolatopsis",6
"Paunch3","larva","paunch","Larval paunch","","Anaerocolumna",0
"Paunch3","larva","paunch","Larval paunch","","Anaerofustis",0
"Paunch3","larva","paunch","Larval paunch","","Anaeromyxobacter",0
"Paunch3","larva","paunch","Larval paunch","","Anaeroplasma",7
"Paunch3","larva","paunch","Larval paunch","","Anaerospora",0
"Paunch3","larva","paunch","Larval paunch","","Anaerosporobacter",7
"Paunch3","larva","paunch","Larval paunch","","Anaerotruncus",0
"Paunch3","larva","paunch","Larval paunch","","Anaerovorax",164
"Paunch3","larva","paunch","Larval paunch","","Angustibacter",0
"Paunch3","larva","paunch","Larval paunch","","Aquicella",0
"Paunch3","larva","paunch","Larval paunch","","Aquisphaera",2
"Paunch3","larva","paunch","Larval paunch","","Bacillus",220
"Paunch3","larva","paunch","Larval paunch","","Bacteroides",0
"Paunch3","larva","paunch","Larval paunch","","Bauldia",0
"Paunch3","larva","paunch","Larval paunch","","Blastococcus",0
"Paunch3","larva","paunch","Larval paunch","","Blastopirellula",0
"Paunch3","larva","paunch","Larval paunch","","Bordetella",0
"Paunch3","larva","paunch","Larval paunch","","Bosea",0
"Paunch3","larva","paunch","Larval paunch","","Brachybacterium",0
"Paunch3","larva","paunch","Larval paunch","","Bradyrhizobium",108
"Paunch3","larva","paunch","Larval paunch","","Burkholderia-Caballeronia-Paraburkholderia",5
"Paunch3","larva","paunch","Larval paunch","","Butyricicoccus",28
"Paunch3","larva","paunch","Larval paunch","","Caenimonas",0
"Paunch3","larva","paunch","Larval paunch","","Candidatus Caldatribacterium",0
"Paunch3","larva","paunch","Larval paunch","","Candidatus Endomicrobium",88
"Paunch3","larva","paunch","Larval paunch","","Candidatus Koribacter",0
"Paunch3","larva","paunch","Larval paunch","","Candidatus Methanofastidiosum",0
"Paunch3","larva","paunch","Larval paunch","","Candidatus Nitrocosmicus",10
"Paunch3","larva","paunch","Larval paunch","","Candidatus Soleaferrea",1620
"Paunch3","larva","paunch","Larval paunch","","Candidatus Solibacter",10
"Paunch3","larva","paunch","Larval paunch","","Candidatus Udaeobacter",113
"Paunch3","larva","paunch","Larval paunch","","Candidatus Xiphinematobacter",12
"Paunch3","larva","paunch","Larval paunch","","Carnimonas",0
"Paunch3","larva","paunch","Larval paunch","","Carnobacterium",0
"Paunch3","larva","paunch","Larval paunch","","Cellulomonas",2
"Paunch3","larva","paunch","Larval paunch","","Cellulosimicrobium",0
"Paunch3","larva","paunch","Larval paunch","","Christensenellaceae R-7 group",2974
"Paunch3","larva","paunch","Larval paunch","","Chryseobacterium",0
"Paunch3","larva","paunch","Larval paunch","","Chryseolinea",0
"Paunch3","larva","paunch","Larval paunch","","Chthoniobacter",45
"Paunch3","larva","paunch","Larval paunch","","Chthonomonas",0
"Paunch3","larva","paunch","Larval paunch","","CL500-29 marine group",0
"Paunch3","larva","paunch","Larval paunch","","Clade Ia",0
"Paunch3","larva","paunch","Larval paunch","","Cohnella",0
"Paunch3","larva","paunch","Larval paunch","","Conexibacter",20
"Paunch3","larva","paunch","Larval paunch","","Coprothermobacter",0
"Paunch3","larva","paunch","Larval paunch","","Coxiella",2
"Paunch3","larva","paunch","Larval paunch","","Curtobacterium",0
"Paunch3","larva","paunch","Larval paunch","","Dactylosporangium",4
"Paunch3","larva","paunch","Larval paunch","","Defluviicoccus",0
"Paunch3","larva","paunch","Larval paunch","","Delftia",0
"Paunch3","larva","paunch","Larval paunch","","Demequina",2
"Paunch3","larva","paunch","Larval paunch","","Dendrosporobacter",955
"Paunch3","larva","paunch","Larval paunch","","Desulfatiferula",78
"Paunch3","larva","paunch","Larval paunch","","Desulfosporosinus",2
"Paunch3","larva","paunch","Larval paunch","","Desulfovibrio",2763
"Paunch3","larva","paunch","Larval paunch","","Devosia",0
"Paunch3","larva","paunch","Larval paunch","","Dinghuibacter",0
"Paunch3","larva","paunch","Larval paunch","","Diplosphaera",35
"Paunch3","larva","paunch","Larval paunch","","Dongia",0
"Paunch3","larva","paunch","Larval paunch","","Dysgonomonas",1548
"Paunch3","larva","paunch","Larval paunch","","Ellin6055",5
"Paunch3","larva","paunch","Larval paunch","","Ensifer",0
"Paunch3","larva","paunch","Larval paunch","","Enterococcus",150
"Paunch3","larva","paunch","Larval paunch","","Erysipelatoclostridium",42
"Paunch3","larva","paunch","Larval paunch","","Erysipelothrix",0
"Paunch3","larva","paunch","Larval paunch","","Erysipelotrichaceae UCG-004",0
"Paunch3","larva","paunch","Larval paunch","","Escherichia-Shigella",0
"Paunch3","larva","paunch","Larval paunch","","Exilispira",0
"Paunch3","larva","paunch","Larval paunch","","FCPS473",0
"Paunch3","larva","paunch","Larval paunch","","FFCH7168",5
"Paunch3","larva","paunch","Larval paunch","","Fimbriiglobus",18
"Paunch3","larva","paunch","Larval paunch","","Flavisolibacter",0
"Paunch3","larva","paunch","Larval paunch","","Flavobacterium",0
"Paunch3","larva","paunch","Larval paunch","","Flexilinea",0
"Paunch3","larva","paunch","Larval paunch","","Fodinicola",0
"Paunch3","larva","paunch","Larval paunch","","Frankia",0
"Paunch3","larva","paunch","Larval paunch","","Gaiella",49
"Paunch3","larva","paunch","Larval paunch","","GCA-900066225",10
"Paunch3","larva","paunch","Larval paunch","","Gemmata",80
"Paunch3","larva","paunch","Larval paunch","","Gemmatimonas",6
"Paunch3","larva","paunch","Larval paunch","","Geobacillus",0
"Paunch3","larva","paunch","Larval paunch","","Geobacter",3
"Paunch3","larva","paunch","Larval paunch","","Geodermatophilus",0
"Paunch3","larva","paunch","Larval paunch","","Gilliamella",0
"Paunch3","larva","paunch","Larval paunch","","Gluconobacter",0
"Paunch3","larva","paunch","Larval paunch","","Glutamicibacter",0
"Paunch3","larva","paunch","Larval paunch","","Gordonia",0
"Paunch3","larva","paunch","Larval paunch","","Haliangium",0
"Paunch3","larva","paunch","Larval paunch","","Herminiimonas",0
"Paunch3","larva","paunch","Larval paunch","","Hirschia",0
"Paunch3","larva","paunch","Larval paunch","","Hydrogenispora",0
"Paunch3","larva","paunch","Larval paunch","","Hydrogenoanaerobacterium",12
"Paunch3","larva","paunch","Larval paunch","","Hyphomicrobium",5
"Paunch3","larva","paunch","Larval paunch","","Iamia",9
"Paunch3","larva","paunch","Larval paunch","","Ilumatobacter",3
"Paunch3","larva","paunch","Larval paunch","","IMCC26207",0
"Paunch3","larva","paunch","Larval paunch","","Intestinimonas",0
"Paunch3","larva","paunch","Larval paunch","","Jatrophihabitans",8
"Paunch3","larva","paunch","Larval paunch","","JGI 0001001-H03",4
"Paunch3","larva","paunch","Larval paunch","","JGI-0000079-D21",0
"Paunch3","larva","paunch","Larval paunch","","Kaistia",0
"Paunch3","larva","paunch","Larval paunch","","Kineosporia",0
"Paunch3","larva","paunch","Larval paunch","","Kribbella",21
"Paunch3","larva","paunch","Larval paunch","","Ktedonobacter",0
"Paunch3","larva","paunch","Larval paunch","","Labrys",4
"Paunch3","larva","paunch","Larval paunch","","Laceyella",3
"Paunch3","larva","paunch","Larval paunch","","Lachnoclostridium",4
"Paunch3","larva","paunch","Larval paunch","","Lachnoclostridium 10",0
"Paunch3","larva","paunch","Larval paunch","","Lachnoclostridium 5",0
"Paunch3","larva","paunch","Larval paunch","","Lachnospiraceae UCG-010",0
"Paunch3","larva","paunch","Larval paunch","","Lactobacillus",0
"Paunch3","larva","paunch","Larval paunch","","Lactococcus",0
"Paunch3","larva","paunch","Larval paunch","","LD29",40
"Paunch3","larva","paunch","Larval paunch","","Lechevalieria",0
"Paunch3","larva","paunch","Larval paunch","","Leucobacter",0
"Paunch3","larva","paunch","Larval paunch","","Leuconostoc",0
"Paunch3","larva","paunch","Larval paunch","","Longilinea",0
"Paunch3","larva","paunch","Larval paunch","","Luedemannella",3
"Paunch3","larva","paunch","Larval paunch","","Luteitalea",0
"Paunch3","larva","paunch","Larval paunch","","Luteolibacter",0
"Paunch3","larva","paunch","Larval paunch","","Lysinibacillus",0
"Paunch3","larva","paunch","Larval paunch","","Lysobacter",6
"Paunch3","larva","paunch","Larval paunch","","Marmoricola",9
"Paunch3","larva","paunch","Larval paunch","","Massilia",0
"Paunch3","larva","paunch","Larval paunch","","Mesorhizobium",1
"Paunch3","larva","paunch","Larval paunch","","metagenome",24
"Paunch3","larva","paunch","Larval paunch","","Methanobacterium",22
"Paunch3","larva","paunch","Larval paunch","","Methanobrevibacter",1069
"Paunch3","larva","paunch","Larval paunch","","Methanolinea",0
"Paunch3","larva","paunch","Larval paunch","","Methanosaeta",0
"Paunch3","larva","paunch","Larval paunch","","Methylobacterium",0
"Paunch3","larva","paunch","Larval paunch","","Microbacterium",0
"Paunch3","larva","paunch","Larval paunch","","Microbispora",0
"Paunch3","larva","paunch","Larval paunch","","Microvirga",0
"Paunch3","larva","paunch","Larval paunch","","mle1-7",0
"Paunch3","larva","paunch","Larval paunch","","MND1",0
"Paunch3","larva","paunch","Larval paunch","","Morganella",0
"Paunch3","larva","paunch","Larval paunch","","Mucispirillum",184
"Paunch3","larva","paunch","Larval paunch","","Mycobacterium",29
"Paunch3","larva","paunch","Larval paunch","","Nakamurella",11
"Paunch3","larva","paunch","Larval paunch","","Niastella",0
"Paunch3","larva","paunch","Larval paunch","","Nitrolancea",0
"Paunch3","larva","paunch","Larval paunch","","Nitrosomonas",57
"Paunch3","larva","paunch","Larval paunch","","Nocardioides",35
"Paunch3","larva","paunch","Larval paunch","","Nonomuraea",0
"Paunch3","larva","paunch","Larval paunch","","Nordella",2
"Paunch3","larva","paunch","Larval paunch","","Novibacillus",0
"Paunch3","larva","paunch","Larval paunch","","Noviherbaspirillum",0
"Paunch3","larva","paunch","Larval paunch","","Novosphingobium",0
"Paunch3","larva","paunch","Larval paunch","","Ochrobactrum",0
"Paunch3","larva","paunch","Larval paunch","","Oligoflexus",2
"Paunch3","larva","paunch","Larval paunch","","Oxalobacter",58
"Paunch3","larva","paunch","Larval paunch","","Paenarthrobacter",0
"Paunch3","larva","paunch","Larval paunch","","Paenibacillus",3
"Paunch3","larva","paunch","Larval paunch","","Pajaroellobacter",0
"Paunch3","larva","paunch","Larval paunch","","Paludisphaera",0
"Paunch3","larva","paunch","Larval paunch","","Pantoea",0
"Paunch3","larva","paunch","Larval paunch","","Papillibacter",54
"Paunch3","larva","paunch","Larval paunch","","Paraclostridium",0
"Paunch3","larva","paunch","Larval paunch","","Paracoccus",0
"Paunch3","larva","paunch","Larval paunch","","Pedomicrobium",20
"Paunch3","larva","paunch","Larval paunch","","Pelolinea",0
"Paunch3","larva","paunch","Larval paunch","","Pelospora",21
"Paunch3","larva","paunch","Larval paunch","","Pelotomaculum",36
"Paunch3","larva","paunch","Larval paunch","","Phaselicystis",0
"Paunch3","larva","paunch","Larval paunch","","Phenylobacterium",0
"Paunch3","larva","paunch","Larval paunch","","Phyllobacterium",0
"Paunch3","larva","paunch","Larval paunch","","Pir4 lineage",103
"Paunch3","larva","paunch","Larval paunch","","Pirellula",29
"Paunch3","larva","paunch","Larval paunch","","Planctomicrobium",0
"Paunch3","larva","paunch","Larval paunch","","Planifilum",0
"Paunch3","larva","paunch","Larval paunch","","Promicromonospora",1
"Paunch3","larva","paunch","Larval paunch","","Propionivibrio",132
"Paunch3","larva","paunch","Larval paunch","","Proteiniphilum",0
"Paunch3","larva","paunch","Larval paunch","","Providencia",0
"Paunch3","larva","paunch","Larval paunch","","Pseudarthrobacter",4
"Paunch3","larva","paunch","Larval paunch","","Pseudoclavibacter",0
"Paunch3","larva","paunch","Larval paunch","","Pseudolabrys",18
"Paunch3","larva","paunch","Larval paunch","","Pseudomonas",0
"Paunch3","larva","paunch","Larval paunch","","Pseudonocardia",11
"Paunch3","larva","paunch","Larval paunch","","Pseudoxanthomonas",0
"Paunch3","larva","paunch","Larval paunch","","Pythium insidiosum",0
"Paunch3","larva","paunch","Larval paunch","","Quadrisphaera",15
"Paunch3","larva","paunch","Larval paunch","","Ramlibacter",0
"Paunch3","larva","paunch","Larval paunch","","Raoultibacter",19
"Paunch3","larva","paunch","Larval paunch","","RB41",25
"Paunch3","larva","paunch","Larval paunch","","Reyranella",13
"Paunch3","larva","paunch","Larval paunch","","Rhizobacter",0
"Paunch3","larva","paunch","Larval paunch","","Rhodococcus",3
"Paunch3","larva","paunch","Larval paunch","","Rhodomicrobium",15
"Paunch3","larva","paunch","Larval paunch","","Rhodopirellula",0
"Paunch3","larva","paunch","Larval paunch","","Rhodoplanes",7
"Paunch3","larva","paunch","Larval paunch","","Rhodopseudomonas",3
"Paunch3","larva","paunch","Larval paunch","","Rikenella",13
"Paunch3","larva","paunch","Larval paunch","","Robinsoniella",7
"Paunch3","larva","paunch","Larval paunch","","Romboutsia",0
"Paunch3","larva","paunch","Larval paunch","","Roseiarcus",0
"Paunch3","larva","paunch","Larval paunch","","Roseiflexus",0
"Paunch3","larva","paunch","Larval paunch","","Roseimicrobium",11
"Paunch3","larva","paunch","Larval paunch","","Rubrobacter",0
"Paunch3","larva","paunch","Larval paunch","","Ruminiclostridium 1",11
"Paunch3","larva","paunch","Larval paunch","","Ruminiclostridium 5",152
"Paunch3","larva","paunch","Larval paunch","","Ruminiclostridium 6",0
"Paunch3","larva","paunch","Larval paunch","","Ruminiclostridium 9",0
"Paunch3","larva","paunch","Larval paunch","","Ruminococcaceae NK4A214 group",313
"Paunch3","larva","paunch","Larval paunch","","Ruminococcaceae UCG-004",0
"Paunch3","larva","paunch","Larval paunch","","Ruminococcaceae UCG-009",162
"Paunch3","larva","paunch","Larval paunch","","Ruminococcaceae UCG-010",380
"Paunch3","larva","paunch","Larval paunch","","Ruminococcaceae UCG-013",121
"Paunch3","larva","paunch","Larval paunch","","Ruminococcaceae UCG-014",227
"Paunch3","larva","paunch","Larval paunch","","Ruminococcus 1",6
"Paunch3","larva","paunch","Larval paunch","","Ruminococcus 2",6
"Paunch3","larva","paunch","Larval paunch","","Saccharopolyspora",0
"Paunch3","larva","paunch","Larval paunch","","Sanguibacter",0
"Paunch3","larva","paunch","Larval paunch","","Serratia",0
"Paunch3","larva","paunch","Larval paunch","","SH-PL14",24
"Paunch3","larva","paunch","Larval paunch","","Shimazuella",0
"Paunch3","larva","paunch","Larval paunch","","Singulisphaera",31
"Paunch3","larva","paunch","Larval paunch","","Skermanella",0
"Paunch3","larva","paunch","Larval paunch","","Solirubrobacter",31
"Paunch3","larva","paunch","Larval paunch","","Solitalea",0
"Paunch3","larva","paunch","Larval paunch","","Sphaerisporangium",0
"Paunch3","larva","paunch","Larval paunch","","Sphingobacterium",0
"Paunch3","larva","paunch","Larval paunch","","Sphingobium",0
"Paunch3","larva","paunch","Larval paunch","","Sphingomonas",7
"Paunch3","larva","paunch","Larval paunch","","Spiroplasma",0
"Paunch3","larva","paunch","Larval paunch","","Sporotomaculum",0
"Paunch3","larva","paunch","Larval paunch","","Starkeya",2
"Paunch3","larva","paunch","Larval paunch","","Stenotrophobacter",13
"Paunch3","larva","paunch","Larval paunch","","Stenotrophomonas",3
"Paunch3","larva","paunch","Larval paunch","","Steroidobacter",0
"Paunch3","larva","paunch","Larval paunch","","Streptomyces",51
"Paunch3","larva","paunch","Larval paunch","","Streptosporangium",0
"Paunch3","larva","paunch","Larval paunch","","SWB02",0
"Paunch3","larva","paunch","Larval paunch","","Syntrophomonas",11
"Paunch3","larva","paunch","Larval paunch","","Syntrophorhabdus",0
"Paunch3","larva","paunch","Larval paunch","","Syntrophus",0
"Paunch3","larva","paunch","Larval paunch","","Termite planctomycete cluster",80
"Paunch3","larva","paunch","Larval paunch","","Terrimicrobium",0
"Paunch3","larva","paunch","Larval paunch","","Tetrasphaera",0
"Paunch3","larva","paunch","Larval paunch","","Thermovirga",4
"Paunch3","larva","paunch","Larval paunch","","Tumebacillus",5
"Paunch3","larva","paunch","Larval paunch","","Turicibacter",13
"Paunch3","larva","paunch","Larval paunch","","Tyzzerella",2
"Paunch3","larva","paunch","Larval paunch","","Tyzzerella 3",1216
"Paunch3","larva","paunch","Larval paunch","","Tyzzerella 4",0
"Paunch3","larva","paunch","Larval paunch","","uncultured",9183
"Paunch3","larva","paunch","Larval paunch","","uncultured Acidimicrobidae bacterium",17
"Paunch3","larva","paunch","Larval paunch","","uncultured actinobacterium",0
"Paunch3","larva","paunch","Larval paunch","","uncultured alpha proteobacterium",0
"Paunch3","larva","paunch","Larval paunch","","uncultured archaeon",0
"Paunch3","larva","paunch","Larval paunch","","uncultured bacterium",1624
"Paunch3","larva","paunch","Larval paunch","","uncultured beta proteobacterium",0
"Paunch3","larva","paunch","Larval paunch","","uncultured Clostridiales bacterium",34
"Paunch3","larva","paunch","Larval paunch","","uncultured delta proteobacterium",4
"Paunch3","larva","paunch","Larval paunch","","uncultured Firmicutes bacterium",0
"Paunch3","larva","paunch","Larval paunch","","uncultured Planctomyces sp.",3
"Paunch3","larva","paunch","Larval paunch","","uncultured rumen bacterium",0
"Paunch3","larva","paunch","Larval paunch","","uncultured soil bacterium",2
"Paunch3","larva","paunch","Larval paunch","","uncultured Solirubrobacter sp.",0
"Paunch3","larva","paunch","Larval paunch","","uncultured subdivision 3 bacterium",2
"Paunch3","larva","paunch","Larval paunch","","Variovorax",0
"Paunch3","larva","paunch","Larval paunch","","Verrucomicrobium",0
"Paunch3","larva","paunch","Larval paunch","","Vicinamibacter",0
"Paunch3","larva","paunch","Larval paunch","","W5",0
"Paunch3","larva","paunch","Larval paunch","","Weissella",0
"Paunch3","larva","paunch","Larval paunch","","ZOR0006",0
"Paunch5","larva","paunch","Larval paunch","","[Eubacterium] coprostanoligenes group",60
"Paunch5","larva","paunch","Larval paunch","","[Eubacterium] nodatum group",3
"Paunch5","larva","paunch","Larval paunch","","1959-1",8
"Paunch5","larva","paunch","Larval paunch","","Acetobacter",0
"Paunch5","larva","paunch","Larval paunch","","Acholeplasma",0
"Paunch5","larva","paunch","Larval paunch","","Acidibacter",6
"Paunch5","larva","paunch","Larval paunch","","Acidothermus",5
"Paunch5","larva","paunch","Larval paunch","","Acinetobacter",0
"Paunch5","larva","paunch","Larval paunch","","Actinoallomurus",2
"Paunch5","larva","paunch","Larval paunch","","Actinomadura",0
"Paunch5","larva","paunch","Larval paunch","","Actinomyces",0
"Paunch5","larva","paunch","Larval paunch","","Actinomycetospora",0
"Paunch5","larva","paunch","Larval paunch","","Actinophytocola",13
"Paunch5","larva","paunch","Larval paunch","","Actinoplanes",31
"Paunch5","larva","paunch","Larval paunch","","ADurb.Bin063-1",0
"Paunch5","larva","paunch","Larval paunch","","Aeromicrobium",0
"Paunch5","larva","paunch","Larval paunch","","Agromyces",67
"Paunch5","larva","paunch","Larval paunch","","AKYG587",0
"Paunch5","larva","paunch","Larval paunch","","Alistipes",1137
"Paunch5","larva","paunch","Larval paunch","","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",18
"Paunch5","larva","paunch","Larval paunch","","Altererythrobacter",30
"Paunch5","larva","paunch","Larval paunch","","Amaricoccus",2
"Paunch5","larva","paunch","Larval paunch","","Aminobacterium",3
"Paunch5","larva","paunch","Larval paunch","","Amnibacterium",0
"Paunch5","larva","paunch","Larval paunch","","Amycolatopsis",4
"Paunch5","larva","paunch","Larval paunch","","Anaerocolumna",0
"Paunch5","larva","paunch","Larval paunch","","Anaerofustis",0
"Paunch5","larva","paunch","Larval paunch","","Anaeromyxobacter",0
"Paunch5","larva","paunch","Larval paunch","","Anaeroplasma",0
"Paunch5","larva","paunch","Larval paunch","","Anaerospora",0
"Paunch5","larva","paunch","Larval paunch","","Anaerosporobacter",0
"Paunch5","larva","paunch","Larval paunch","","Anaerotruncus",0
"Paunch5","larva","paunch","Larval paunch","","Anaerovorax",60
"Paunch5","larva","paunch","Larval paunch","","Angustibacter",2
"Paunch5","larva","paunch","Larval paunch","","Aquicella",0
"Paunch5","larva","paunch","Larval paunch","","Aquisphaera",10
"Paunch5","larva","paunch","Larval paunch","","Bacillus",132
"Paunch5","larva","paunch","Larval paunch","","Bacteroides",77
"Paunch5","larva","paunch","Larval paunch","","Bauldia",2
"Paunch5","larva","paunch","Larval paunch","","Blastococcus",5
"Paunch5","larva","paunch","Larval paunch","","Blastopirellula",0
"Paunch5","larva","paunch","Larval paunch","","Bordetella",0
"Paunch5","larva","paunch","Larval paunch","","Bosea",0
"Paunch5","larva","paunch","Larval paunch","","Brachybacterium",0
"Paunch5","larva","paunch","Larval paunch","","Bradyrhizobium",76
"Paunch5","larva","paunch","Larval paunch","","Burkholderia-Caballeronia-Paraburkholderia",6
"Paunch5","larva","paunch","Larval paunch","","Butyricicoccus",5
"Paunch5","larva","paunch","Larval paunch","","Caenimonas",0
"Paunch5","larva","paunch","Larval paunch","","Candidatus Caldatribacterium",5
"Paunch5","larva","paunch","Larval paunch","","Candidatus Endomicrobium",9
"Paunch5","larva","paunch","Larval paunch","","Candidatus Koribacter",0
"Paunch5","larva","paunch","Larval paunch","","Candidatus Methanofastidiosum",0
"Paunch5","larva","paunch","Larval paunch","","Candidatus Nitrocosmicus",14
"Paunch5","larva","paunch","Larval paunch","","Candidatus Soleaferrea",728
"Paunch5","larva","paunch","Larval paunch","","Candidatus Solibacter",0
"Paunch5","larva","paunch","Larval paunch","","Candidatus Udaeobacter",49
"Paunch5","larva","paunch","Larval paunch","","Candidatus Xiphinematobacter",4
"Paunch5","larva","paunch","Larval paunch","","Carnimonas",0
"Paunch5","larva","paunch","Larval paunch","","Carnobacterium",0
"Paunch5","larva","paunch","Larval paunch","","Cellulomonas",8
"Paunch5","larva","paunch","Larval paunch","","Cellulosimicrobium",0
"Paunch5","larva","paunch","Larval paunch","","Christensenellaceae R-7 group",809
"Paunch5","larva","paunch","Larval paunch","","Chryseobacterium",0
"Paunch5","larva","paunch","Larval paunch","","Chryseolinea",0
"Paunch5","larva","paunch","Larval paunch","","Chthoniobacter",134
"Paunch5","larva","paunch","Larval paunch","","Chthonomonas",0
"Paunch5","larva","paunch","Larval paunch","","CL500-29 marine group",2
"Paunch5","larva","paunch","Larval paunch","","Clade Ia",0
"Paunch5","larva","paunch","Larval paunch","","Cohnella",0
"Paunch5","larva","paunch","Larval paunch","","Conexibacter",20
"Paunch5","larva","paunch","Larval paunch","","Coprothermobacter",3
"Paunch5","larva","paunch","Larval paunch","","Coxiella",3
"Paunch5","larva","paunch","Larval paunch","","Curtobacterium",0
"Paunch5","larva","paunch","Larval paunch","","Dactylosporangium",3
"Paunch5","larva","paunch","Larval paunch","","Defluviicoccus",0
"Paunch5","larva","paunch","Larval paunch","","Delftia",0
"Paunch5","larva","paunch","Larval paunch","","Demequina",0
"Paunch5","larva","paunch","Larval paunch","","Dendrosporobacter",45
"Paunch5","larva","paunch","Larval paunch","","Desulfatiferula",7
"Paunch5","larva","paunch","Larval paunch","","Desulfosporosinus",2
"Paunch5","larva","paunch","Larval paunch","","Desulfovibrio",792
"Paunch5","larva","paunch","Larval paunch","","Devosia",10
"Paunch5","larva","paunch","Larval paunch","","Dinghuibacter",0
"Paunch5","larva","paunch","Larval paunch","","Diplosphaera",16
"Paunch5","larva","paunch","Larval paunch","","Dongia",0
"Paunch5","larva","paunch","Larval paunch","","Dysgonomonas",97
